USGS_Station_Number,Field_Name,project,discrete,estimated,frozen,storm,unique_storm_number,n_sub_flow_events,storm_start,storm_end,runoff_volume,peak_discharge,estimated_flow_fraction,suspended_sediment_load_pounds,chloride_load_pounds,nitrate_plus_nitrite_load_pounds,ammonia_plus_ammonium_load_pounds,total_Kjeldahl_nitrogen_unfiltered_load_pounds,orthophosphate_load_pounds,total_phosphorus_unfiltered_load_pounds,total_nitrogen_load_pounds,organic_nitrogen_load_pounds,dissolved_organic_carbon_load_pounds,total_organic_carbon_load_pounds,total_Kjeldahl_nitrogen_filtered_load_pounds,total_phosphorus_filtered_load_pounds,total_dissolved_solids_load_pounds,total_solids_load_pounds,total_suspended_solids_load_pounds,total_volatile_suspended_solids_load_pounds,suspended_sediment_conc_mgL,chloride_conc_mgL,nitrate_plus_nitrite_conc_mgL,ammonia_plus_ammonium_conc_mgL,total_Kjeldahl_nitrogen_unfiltered_conc_mgL,orthophosphate_conc_mgL,total_phosphorus_unfiltered_conc_mgL,total_nitrogen_conc_mgL,organic_nitrogen_conc_mgL,dissolved_organic_carbon_conc_mgL,total_organic_carbon_conc_mgL,total_Kjeldahl_nitrogen_filtered_conc_mgL,total_phosphorus_filtered_conc_mgL,total_dissolved_solids_conc_mgL,total_solids_conc_mgL,total_suspended_solids_conc_mgL,total_volatile_suspended_solids_conc_mgL,remark_suspended_sediment,remark_chloride,remark_nitrate_plus_nitrite,remark_ammonia_plus_ammonium,remark_total_Kjeldahl_nitrogen_unfiltered,remark_orthophosphate,remark_total_phosphorus_unfiltered,remark_total_nitrogen,remark_organic_nitrogen,remark_dissolved_organic_carbon,remark_total_organic_carbon,remark_total_Kjeldahl_nitrogen_filtered,remark_total_phosphorus_filtered,remark_total_dissolved_solids,remark_total_solids,remark_total_suspended_solids,remark_total_volatile_suspended_solids,suspended_sediment_yield_pounds_per_acre,chloride_yield_pounds_per_acre,nitrate_plus_nitrite_yield_pounds_per_acre,ammonia_plus_ammonium_yield_pounds_per_acre,total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre,orthophosphate_yield_pounds_per_acre,total_phosphorus_unfiltered_yield_pounds_per_acre,total_nitrogen_yield_pounds_per_acre,organic_nitrogen_yield_pounds_per_acre,dissolved_organic_carbon_yield_pounds_per_acre,total_organic_carbon_yield_pounds_per_acre,total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre,total_phosphorus_filtered_yield_pounds_per_acre,total_dissolved_solids_yield_pounds_per_acre,total_solids_yield_pounds_per_acre,total_suspended_solids_yield_pounds_per_acre,total_volatile_suspended_solids_yield_pounds_per_acre,rain,duration,Ievent,I5,I10,I15,I30,I60,energy_m1,erosivity_m1,energy_m2,erosivity_m2,ARFdays1,ARFdays2,ARFdays7,ARFdays14,remark_rain
USGS-434209090491101,JF1,DiscoveryFarms,0,0,0,1,2017-22,1,7/21/2017 20:25,7/22/2017 13:00,12550,2.472,0,2400,4.07,0.157,0.54,15.7,0.657,6.25,15.8,15.1,NA,NA,NA,NA,196,NA,NA,NA,3070,5.2,0.2,0.69,20,0.839,7.98,20.2,19.3,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,0.395,0.0152,0.0525,1.52,0.0638,0.607,1.54,1.47,NA,NA,NA,NA,19,NA,NA,NA,1.12,19.42,0.05768,1.08,0.78,0.64,0.54,0.39,750.2,4.051,788.4,4.257,0,3.94,4.15,6.82,NA
USGS-434209090491101,JF1,DiscoveryFarms,0,0,0,1,2017-23,1,7/23/2017 2:45,7/23/2017 18:15,5765,1.727,0,675,2.52,0.072,0.191,4.79,0.355,1.73,4.86,4.6,NA,NA,NA,NA,69.8,NA,NA,NA,1880,7,0.2,0.53,13.3,0.985,4.81,13.5,12.8,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,0.245,0.00699,0.0185,0.465,0.0344,0.168,0.472,0.446,NA,NA,NA,NA,6.78,NA,NA,NA,0.41,0.1667,2.46,3.72,2.4,1.64,0.82,0.41,436.8,3.582,422.5,3.464,0.02,1.12,5.27,7.94,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,0,1,1,2011-1,1,12/31/2010 1:30,12/31/2010 9:15,396.2,0.03136,0,0.421,0.0668,0.0148,0.0195,0.0539,0.0128,0.0157,0.0688,0.0344,NA,NA,NA,NA,1.78,NA,NA,NA,17,2.7,0.6,0.79,2.18,0.518,0.636,2.78,1.39,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0263,0.00417,0.000928,0.00122,0.00337,0.000801,0.000983,0.0043,0.00215,NA,NA,NA,NA,0.111,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,0.03,0.03,frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2011-2,1,2/14/2011 20:45,2/15/2011 1:05,84.1,0.0089,1,0.0892,0.0142,0.00315,0.00415,0.0114,0.00272,0.00334,0.0146,0.00729,NA,NA,NA,NA,0.378,NA,NA,NA,17,2.7,0.6,0.79,2.18,0.518,0.636,2.78,1.39,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00558,0.000886,0.000197,0.000259,0.000715,0.00017,0.000209,0.000912,0.000456,NA,NA,NA,NA,0.0236,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2011-3,1,2/15/2011 21:45,2/16/2011 0:15,61.9,0.00986,1,0.0657,0.0104,0.00232,0.00306,0.00843,0.002,0.00246,0.0108,0.00538,NA,NA,NA,NA,0.278,NA,NA,NA,17,2.7,0.6,0.79,2.18,0.518,0.636,2.78,1.39,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00411,0.000653,0.000145,0.000191,0.000527,0.000125,0.000154,0.000672,0.000336,NA,NA,NA,NA,0.0174,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2011-4,2,2/16/2011 19:30,2/17/2011 23:30,1138,0.02674,0.716,2.41,0.327,0.0071,0.134,0.248,0.0285,0.0349,0.255,0.114,NA,NA,NA,NA,6.39,NA,NA,NA,34,4.6,0.1,1.89,3.49,0.402,0.491,3.59,1.6,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151,0.0204,0.000444,0.00839,0.0155,0.00178,0.00218,0.0159,0.0071,NA,NA,NA,NA,0.399,NA,NA,NA,0.02,3.333,0.006,0.12,0.06,0.04,0.02,0.01,7.951,0.00159,6.921,0.001384,0,0,0,0,runoff_index frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2011-5,1,3/15/2011 20:45,3/16/2011 0:30,140.6,0.01664,1,0.298,0.0404,0.000878,0.0166,0.0306,0.00353,0.00431,0.0315,0.014,NA,NA,NA,NA,0.79,NA,NA,NA,34,4.6,0.1,1.89,3.49,0.402,0.491,3.59,1.6,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186,0.00252,0.0000548,0.00104,0.00191,0.00022,0.000269,0.00197,0.000878,NA,NA,NA,NA,0.0494,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.15,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,0,1,1,2011-6,1,3/16/2011 18:15,3/17/2011 0:15,398,0.03396,0,0.671,0.0447,0.00248,0.0231,0.0636,0.00629,0.0104,0.0661,0.0405,NA,NA,NA,NA,1.54,NA,NA,NA,27,1.8,0.1,0.93,2.56,0.253,0.42,2.66,1.63,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0419,0.00279,0.000155,0.00144,0.00397,0.000393,0.000652,0.00413,0.00253,NA,NA,NA,NA,0.0963,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.15,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,0,1,1,2011-7,1,3/17/2011 18:45,3/18/2011 3:30,1187,0.082,0,5.26,0.0964,0.0222,0.0467,0.108,0.042,0.0492,0.13,0.0615,NA,NA,NA,NA,2.22,NA,NA,NA,71,1.3,0.3,0.63,1.46,0.566,0.664,1.76,0.83,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,0.00602,0.00139,0.00292,0.00676,0.00262,0.00308,0.00815,0.00385,NA,NA,NA,NA,0.139,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.15,runoff_index frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,0,0,1,2011-8,1,3/20/2011 13:30,3/20/2011 21:15,2255,0.2234,0,20.1,1.25,0.0704,0.107,0.411,0.0701,0.113,0.481,0.304,NA,NA,NA,NA,14.1,NA,NA,NA,143,8.9,0.5,0.76,2.92,0.498,0.801,3.42,2.16,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.0783,0.0044,0.00669,0.0257,0.00438,0.00705,0.0301,0.019,NA,NA,NA,NA,0.88,NA,NA,NA,0.94,11,0.08545,0.36,0.36,0.32,0.3,0.22,517.6,1.553,608.7,1.826,0.02,0.02,0.03,0.03,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,0,0,1,2011-9,2,3/22/2011 15:30,3/23/2011 13:15,5598,0.6278,0,42.4,1.73,0.196,0.446,1.49,0.3,0.452,1.69,1.05,NA,NA,NA,NA,47.5,NA,NA,NA,121,4.9,0.56,1.27,4.28,0.859,1.29,4.84,3,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,0.108,0.0122,0.0278,0.0934,0.0188,0.0282,0.106,0.0656,NA,NA,NA,NA,2.97,NA,NA,NA,1.49,20.92,0.07124,0.84,0.6,0.52,0.32,0.24,892.7,2.857,978.8,3.132,0,0.94,0.97,0.97,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-1,1,1/31/2012 23:45,2/1/2012 3:45,138.2,0.0151,1,1.45,0.0665,0.000863,0.0286,0.0811,0.0152,0.0237,0.082,0.0526,NA,NA,NA,NA,1.36,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0906,0.00415,0.0000539,0.00179,0.00507,0.000949,0.00148,0.00512,0.00328,NA,NA,NA,NA,0.0852,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-2,1,2/4/2012 20:30,2/5/2012,34.6,0.0069,1,0.362,0.0166,0.000216,0.00714,0.0203,0.0038,0.00593,0.0205,0.0131,NA,NA,NA,NA,0.341,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227,0.00104,0.0000135,0.000446,0.00127,0.000237,0.000371,0.00128,0.000821,NA,NA,NA,NA,0.0213,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-3,1,2/21/2012 20:45,2/22/2012 5:55,924.5,0.0638,1,9.7,0.444,0.00577,0.191,0.543,0.102,0.159,0.548,0.351,NA,NA,NA,NA,9.12,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606,0.0278,0.000361,0.0119,0.0339,0.00635,0.00992,0.0343,0.022,NA,NA,NA,NA,0.57,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-4,1,2/22/2012 22:15,2/23/2012 3:30,164.2,0.0192,1,1.72,0.0789,0.00102,0.0339,0.0963,0.018,0.0282,0.0974,0.0624,NA,NA,NA,NA,1.62,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,0.00493,0.000064,0.00212,0.00602,0.00113,0.00176,0.00608,0.0039,NA,NA,NA,NA,0.101,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-5,1,2/26/2012 21:15,2/27/2012 4:15,414.7,0.0314,1,4.35,0.199,0.00259,0.0857,0.243,0.0456,0.0712,0.246,0.158,NA,NA,NA,NA,4.09,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,0.0125,0.000162,0.00536,0.0152,0.00285,0.00445,0.0154,0.00985,NA,NA,NA,NA,0.256,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-6,1,2/29/2012 1:34,3/1/2012 0:45,18870,1.574,1,198,9.07,0.118,3.9,11.1,2.07,3.24,11.2,7.17,NA,NA,NA,NA,186,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,0.567,0.00736,0.244,0.692,0.13,0.202,0.699,0.448,NA,NA,NA,NA,11.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2012-7,1,3/2/2012 0:15,3/2/2012 1:30,17.3,0.0081,1,0.181,0.00831,0.000108,0.00357,0.0101,0.0019,0.00297,0.0102,0.00657,NA,NA,NA,NA,0.17,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113,0.000519,0.00000674,0.000223,0.000634,0.000119,0.000185,0.000641,0.000411,NA,NA,NA,NA,0.0107,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,0,1,1,2012-8,1,3/6/2012 17:00,3/7/2012 2:15,13400,1.34,0,141,6.44,0.0837,2.77,7.86,1.47,2.3,7.95,5.09,NA,NA,NA,NA,132,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78,0.403,0.00523,0.173,0.491,0.092,0.144,0.497,0.318,NA,NA,NA,NA,8.26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,zero frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2012-9,2,3/7/2012 8:30,3/7/2012 23:00,224.7,0.0118,1,2.36,0.108,0.0014,0.0464,0.132,0.0247,0.0386,0.133,0.0854,NA,NA,NA,NA,2.22,NA,NA,NA,168,7.7,0.1,3.31,9.4,1.76,2.75,9.5,6.09,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,0.00675,0.0000876,0.0029,0.00824,0.00154,0.00241,0.00833,0.00534,NA,NA,NA,NA,0.138,NA,NA,NA,0.06,1,0.06,0.24,0.18,0.16,0.1,0.05,29.35,0.02935,34.68,0.03468,0,0,0,0,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,0,1,1,2013-1,1,1/29/2013 8:30,1/30/2013 11:15,6601,0.2416,0,20.2,7.09,0.33,0.828,2.88,0.661,0.952,3.21,2.06,NA,NA,NA,NA,61,NA,NA,NA,49,17.2,0.8,2.01,7,1.6,2.31,7.8,4.99,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.443,0.0206,0.0518,0.18,0.0413,0.0595,0.201,0.129,NA,NA,NA,NA,3.81,NA,NA,NA,0.17,5.583,0.03045,0.48,0.36,0.24,0.14,0.08,88.68,0.1241,94.68,0.1326,0.21,0.21,0.21,0.21,frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2013-2,1,2/10/2013 17:30,2/12/2013 5:30,15050,0.4246,1,46,16,0.752,1.89,6.58,1.51,2.17,7.33,4.69,NA,NA,NA,NA,139,NA,NA,NA,49,17,0.8,2.01,7,1.61,2.31,7.8,4.99,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,0.998,0.047,0.118,0.411,0.0945,0.136,0.458,0.293,NA,NA,NA,NA,8.69,NA,NA,NA,0.77,11.33,0.06794,0.6,0.6,0.44,0.44,0.29,463.5,2.04,508.3,2.236,0,0,0.03,0.41,frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,0,1,1,2013-3,1,3/9/2013 22:15,3/12/2013 14:00,29020,0.8866,0,12.7,18.7,0.0906,9.6,18.3,1.12,1.72,18.4,8.7,NA,NA,NA,NA,174,NA,NA,NA,7,10.3,0.1,5.3,10.1,0.616,0.95,10.2,4.8,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793,1.17,0.00566,0.6,1.14,0.0698,0.108,1.15,0.544,NA,NA,NA,NA,10.9,NA,NA,NA,0.64,28.83,0.0222,0.24,0.18,0.2,0.16,0.14,263.3,0.4212,300,0.48,0.08,0.08,0.08,0.08,frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2013-4,6,3/28/2013 17:15,4/5/2013 7:15,58250,1.273,0.066,75.2,32.3,0.458,14,27.9,5.84,7.1,28.4,13.9,NA,NA,NA,NA,482,NA,NA,NA,20.7,8.9,0.14,3.86,7.68,1.61,1.95,7.8,3.82,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2.02,0.0286,0.878,1.74,0.365,0.444,1.77,0.867,NA,NA,NA,NA,30.2,NA,NA,NA,0.21,19.33,0.01086,0.36,0.3,0.24,0.2,0.16,108.7,0.2174,123.4,0.2469,0,0,0,0,runoff_index frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2013-5,1,4/5/2013 14:30,4/5/2013 22:45,267.8,0.0278,1,0.401,0.0535,0.000836,0.0288,0.0569,0.0221,0.0251,0.0577,0.0281,NA,NA,NA,NA,1.47,NA,NA,NA,24,3.2,0.1,1.72,3.4,1.32,1.5,3.45,1.68,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0251,0.00334,0.0000522,0.0018,0.00355,0.00138,0.00157,0.00361,0.00176,NA,NA,NA,NA,0.092,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.21,0.21,zero
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2013-6,1,4/6/2013 16:30,4/7/2013 3:00,138.2,0.0092,1,0.207,0.0276,0.000432,0.0148,0.0293,0.0114,0.0129,0.0298,0.0145,NA,NA,NA,NA,0.759,NA,NA,NA,24,3.2,0.1,1.72,3.4,1.32,1.5,3.45,1.68,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129,0.00173,0.000027,0.000928,0.00183,0.000712,0.000809,0.00186,0.000906,NA,NA,NA,NA,0.0475,NA,NA,NA,0.23,4,0.0575,0.24,0.24,0.24,0.2,0.14,111.8,0.2237,131.8,0.2636,0,0,0.03,0.21,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2013-7,1,4/7/2013 18:15,4/7/2013 22:15,17.3,0.0036,1,0.0259,0.00345,0.0000539,0.00186,0.00367,0.00142,0.00162,0.00372,0.00181,NA,NA,NA,NA,0.0949,NA,NA,NA,24,3.2,0.1,1.72,3.4,1.32,1.5,3.45,1.68,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00162,0.000216,0.00000337,0.000116,0.000229,0.000089,0.000101,0.000233,0.000113,NA,NA,NA,NA,0.00593,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.23,0.23,0.44,zero
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2013-8,1,4/9/2013 16:30,4/9/2013 18:00,17.3,0.0081,1,0.976,0.0323,0.000647,0.00414,0.0326,0.0045,0.0106,0.0332,0.0284,NA,NA,NA,NA,0.313,NA,NA,NA,905,29.9,0.6,3.84,30.2,4.17,9.84,30.8,26.4,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,0.00202,0.0000404,0.000259,0.00204,0.000281,0.000663,0.00208,0.00178,NA,NA,NA,NA,0.0196,NA,NA,NA,0.79,5.5,0.1436,0.48,0.48,0.48,0.44,0.37,518.9,2.283,565.6,2.489,0,0.07,0.3,0.51,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,0,0,1,2013-9,1,4/10/2013 3:45,4/10/2013 10:00,5694,1.858,0,322,10.6,0.213,1.36,10.7,1.48,3.5,10.9,9.37,NA,NA,NA,NA,103,NA,NA,NA,905,29.9,0.6,3.84,30.2,4.17,9.84,30.8,26.4,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,0.664,0.0133,0.0853,0.671,0.0926,0.219,0.684,0.586,NA,NA,NA,NA,6.44,NA,NA,NA,1.26,6.583,0.1914,1.56,1.02,0.8,0.64,0.5,914.5,5.853,953,6.099,0.81,0.88,1.11,1.32,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2013-10,1,4/15/2013 4:15,4/15/2013 6:30,699.8,0.28,1,39.5,1.31,0.0262,0.168,1.32,0.182,0.43,1.35,1.15,NA,NA,NA,NA,12.7,NA,NA,NA,905,29.9,0.6,3.84,30.2,4.17,9.84,30.8,26.4,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,0.0816,0.00164,0.0105,0.0825,0.0114,0.0269,0.0841,0.072,NA,NA,NA,NA,0.792,NA,NA,NA,0.53,3.5,0.1514,0.36,0.3,0.32,0.3,0.25,302.9,0.9088,354.1,1.062,0.42,0.42,2.67,2.9,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,1,0,1,2013-11,1,6/23/2013 2:45,6/23/2013 7:15,146.9,0.082,1,8.3,0.274,0.0055,0.0352,0.277,0.0382,0.0902,0.282,0.242,NA,NA,NA,NA,2.66,NA,NA,NA,905,29.9,0.6,3.84,30.2,4.17,9.84,30.8,26.4,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519,0.0171,0.000344,0.0022,0.0173,0.00239,0.00564,0.0177,0.0151,NA,NA,NA,NA,0.166,NA,NA,NA,1.34,6,0.2233,1.92,1.68,1.44,1.18,0.89,1152,13.6,1117,13.19,0.52,1.55,1.57,3.75,NA
USGS-434244090470801,JF2,DiscoveryFarms,1,0,0,1,2014-1,1,10/5/2013 7:15,10/5/2013 8:00,46.4,0.03948,0,1.91,0.00434,0.000579,0.00886,0.0333,0.00741,0.0124,0.0339,0.0244,NA,NA,NA,NA,0.151,NA,NA,NA,660,1.5,0.2,3.06,11.5,2.56,4.27,11.7,8.44,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0.000272,0.0000362,0.000554,0.00208,0.000463,0.000773,0.00212,0.00153,NA,NA,NA,NA,0.00941,NA,NA,NA,1.52,1.917,0.793,3.6,3.36,3,2.72,1.51,1628,44.28,1566,42.6,0.07,1.36,1.95,1.95,NA
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2014-2,4,3/10/2014 23:45,3/16/2014 3:00,32100,0.5158,0.14,38.6,78.6,0.1,23.6,35.3,4.46,5.69,35.4,11.6,NA,NA,NA,NA,483,NA,NA,NA,19.3,39.2,0.1,11.8,17.6,2.22,2.84,17.6,5.8,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,4.91,0.00626,1.48,2.2,0.279,0.355,2.21,0.726,NA,NA,NA,NA,30.2,NA,NA,NA,0.13,3,0.04333,0.12,0.06,0.08,0.06,0.06,50.43,0.03026,62.01,0.03721,0,0,0,0,runoff_index frozen
USGS-434244090470801,JF2,DiscoveryFarms,0,1,1,1,2014-3,2,3/18/2014 17:00,3/20/2014 15:45,9547,0.3684,0.065,6.17,8.68,0.0298,2.25,3.58,0.684,0.745,3.61,1.33,NA,NA,NA,NA,65.4,NA,NA,NA,10.4,14.6,0.1,3.78,6.01,1.15,1.25,6.06,2.23,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386,0.543,0.00186,0.141,0.224,0.0428,0.0466,0.226,0.0829,NA,NA,NA,NA,4.09,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.13,runoff_index frozen
