"","USGS_Station_Number","Field_Name","estimated","frozen","storm","unique_storm_number","storm_start","storm_end","runoff_volume","peak_discharge","nitrate_plus_nitrite_load_pounds","ammonia_plus_ammonium_load_pounds","total_Kjeldahl_nitrogen_unfiltered_load_pounds","total_nitrogen_load_pounds","organic_nitrogen_load_pounds","total_Kjeldahl_nitrogen_filtered_load_pounds","nitrate_plus_nitrite_conc_mgL","ammonia_plus_ammonium_conc_mgL","total_Kjeldahl_nitrogen_unfiltered_conc_mgL","total_nitrogen_conc_mgL","organic_nitrogen_conc_mgL","total_Kjeldahl_nitrogen_filtered_conc_mgL","nitrate_plus_nitrite_yield_pounds_per_acre","ammonia_plus_ammonium_yield_pounds_per_acre","total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre","total_nitrogen_yield_pounds_per_acre","organic_nitrogen_yield_pounds_per_acre","total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre","ProjectName","StudyPeriod","UseableYears","Ongoing","Monitoring","State","County","LAT_approx","LONG_approx","FarmEnterprise","CropRotation","LandCover","Tillage","Manure","Tile","BasinArea_ac","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","IncludeAverages","Notes","event_n","MajorWatershed_HUC8","Watershed_HUC10","Watershed_HUC12","HUC12","area_ft2","runoff_in","water_year","month"
"41","USGS-451021089064901","AO1","Measured","Frozen","Storm","2023-4",2023-04-04 13:45:00,2023-04-05 17:43:00,71450,1.494,0.446,4.91,6.69,7.14,1.78,NA,0.1,1.1,1.5,1.6,0.4,NA,0.0201,0.221,0.301,0.321,0.0804,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,0.886630432084978,"2023",4
"42","USGS-451021089064901","AO1","Measured","Frozen","Storm","2023-4",2023-04-05 17:43:00,2023-04-06 03:50:00,112400,4.778,0.702,7.02,10.5,11.2,3.51,NA,0.1,1,1.5,1.6,0.5,NA,0.0316,0.316,0.474,0.506,0.158,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,1.39478321296503,"2023",4
"43","USGS-451021089064901","AO1","Measured","Frozen","Storm","2023-4",2023-04-06 03:50:00,2023-04-07 05:55:00,141600,2.644,0.442,12.4,18.6,19,6.19,NA,0.1,1.4,2.1,2.15,0.7,NA,0.0199,0.558,0.836,0.856,0.279,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,1.7571290298563,"2023",4
"44","USGS-451021089064901","AO1","Measured","Frozen","Storm","2023-4",2023-04-07 05:55:00,2023-04-07 19:57:00,26350,0.8866,0.0822,2.47,3.78,3.87,1.32,NA,0.1,1.5,2.3,2.35,0.8,NA,0.0037,0.111,0.17,0.174,0.0593,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,0.326979872434418,"2023",4
"45","USGS-451021089064901","AO1","Measured","Frozen","Storm","2023-4",2023-04-07 19:57:00,2023-04-11 17:40:00,484400,11.34,1.51,45.4,66.5,68,21.2,NA,0.1,1.5,2.2,2.25,0.7,NA,0.0681,2.04,3,3.06,0.953,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,6.01096964733328,"2023",4
"46","USGS-451021089064901","AO1","Measured","Frozen","Storm","2023-4",2023-04-11 17:40:00,2023-04-11 23:30:00,35740,2.605,0.112,4.24,6.25,6.36,2.01,NA,0.1,1.9,2.8,2.85,0.9,NA,0.00503,0.191,0.281,0.286,0.0905,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,0.443501352592262,"2023",4
"47","USGS-451021089064901","AO1","Estimated","Non-Frozen","Storm","2023-5",2023-06-03 20:48:00,2023-06-03 21:11:00,34.5,0.0588,0.00108,0.00211,0.00327,0.00435,0.00116,NA,0.5,0.98,1.52,2.02,0.54,NA,4.85e-05,9.5e-05,0.000147,0.000196,5.24e-05,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,0.000428114064477701,"2023",6
"48","USGS-451021089064901","AO1","Estimated","Non-Frozen","Storm","2023-6",2023-07-29 00:56:00,2023-07-29 02:00:00,1165,0.6054,0.0364,0.0713,0.111,0.147,0.0393,NA,0.5,0.98,1.52,2.02,0.54,NA,0.00164,0.00321,0.00498,0.00662,0.00177,NA,"Antigo 1","WY2019-WY2023",5,"Yes","Surface","WI","Langlade",45.17238889,-89.1136111,"Potato","Potato-Alfalfa","Cultivated Crops","Yes","No","No",22.2,"Antigo silt loam","B","Well drained",1.9,"Yes","",48,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,967032,0.0144566053656963,"2023",7
"49","USGS-451337089035401","AO3","Measured","Frozen","Storm","2021-1",2021-03-11 02:15:00,2021-03-11 16:00:00,135400,5.964,7.61,8.71,14.3,21.9,5.58,NA,0.9,1.03,1.69,2.59,0.66,NA,0.34,0.389,0.638,0.978,0.249,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,1.66519086973632,"2021",3
"50","USGS-451337089035401","AO3","Measured","Frozen","Storm","2021-1",2021-03-11 16:00:00,2021-03-12 03:04:00,23380,1.885,1.46,1.31,2.73,4.19,1.42,NA,1,0.9,1.87,2.87,0.97,NA,0.0652,0.0586,0.122,0.187,0.0632,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.287534435261708,"2021",3
"51","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-2",2021-04-07 03:58:00,2021-04-07 04:42:00,94,0.09639,0.00587,0.00528,0.011,0.0168,0.00569,NA,1,0.9,1.87,2.87,0.97,NA,0.000262,0.000236,0.00049,0.000752,0.000254,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0011560409287682,"2021",4
"52","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-3",2021-05-25 01:24:00,2021-05-26 02:08:00,16760,12.89,0.942,0.44,105,106,104,NA,0.9,0.42,100,101,99.6,NA,0.042,0.0196,4.67,4.71,4.65,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.20611963793782,"2021",5
"53","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-4",2021-05-27 21:55:00,2021-05-28 02:45:00,93.2,0.01161,0.00582,0.00524,0.0109,0.0167,0.00565,NA,1,0.9,1.87,2.87,0.97,NA,0.00026,0.000234,0.000486,0.000746,0.000252,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00114620228256592,"2021",5
"54","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-5",2021-05-31 21:30:00,2021-06-01 01:37:00,15350,6.924,1.25,0.479,41.1,42.4,40.6,NA,1.3,0.5,42.9,44.2,42.4,NA,0.0556,0.0214,1.84,1.89,1.81,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.188779024006297,"2021",5
"55","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-6",2021-06-09 01:15:00,2021-06-09 03:18:00,14810,10.71,1.29,0.619,32,33.3,31.4,NA,1.4,0.67,34.6,36,33.9,NA,0.0578,0.0277,1.43,1.49,1.4,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.182137937819756,"2021",6
"56","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-7",2021-06-10 23:57:00,2021-06-11 20:57:00,24040,14.42,1.5,0.795,152,153,151,NA,1,0.53,101,102,100,NA,0.067,0.0355,6.77,6.83,6.73,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.295651318378591,"2021",6
"57","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-8",2021-06-21 02:11:00,2021-06-21 06:00:00,14640,6.433,0.548,0.256,6.04,6.59,5.79,NA,0.6,0.28,6.61,7.21,6.33,NA,0.0245,0.0114,0.27,0.294,0.258,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.180047225501771,"2021",6
"58","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-9",2021-06-27 07:11:00,2021-06-27 09:15:00,180,0.05117,0.00674,0.00315,0.0743,0.081,0.0711,NA,0.6,0.28,6.61,7.21,6.33,NA,0.000301,0.00014,0.00332,0.00362,0.00318,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00221369539551358,"2021",6
"59","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-10",2021-06-29 20:18:00,2021-06-29 22:25:00,4385,3.643,0.164,0.0767,1.81,1.97,1.73,NA,0.6,0.28,6.61,7.21,6.33,NA,0.00733,0.00342,0.0808,0.0881,0.0774,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0539280794962613,"2021",6
"60","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-11",2021-07-05 19:54:00,2021-07-05 21:07:00,1003,1.594,0.0376,0.0175,0.414,0.452,0.397,NA,0.6,0.28,6.61,7.21,6.33,NA,0.00168,0.000783,0.0185,0.0202,0.0177,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0123352026761118,"2021",7
"61","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-12",2021-07-06 20:50:00,2021-07-07 17:00:00,7483,3.867,1.92,0.43,14.8,16.7,14.4,NA,4.1,0.92,31.7,35.8,30.8,NA,0.0855,0.0192,0.661,0.747,0.642,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0920282369146006,"2021",7
"62","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-13",2021-07-14 20:50:00,2021-07-15 02:45:00,298.8,0.09417,0.0765,0.0172,0.591,0.668,0.574,NA,4.1,0.92,31.7,35.8,30.8,NA,0.00341,0.000766,0.0264,0.0298,0.0256,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00367473435655254,"2021",7
"63","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-14",2021-07-20 08:15:00,2021-07-24 15:00:00,6758,2.775,2.36,0.65,6.92,9.28,6.27,NA,5.6,1.54,16.4,22,14.9,NA,0.105,0.029,0.309,0.414,0.28,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.083111963793782,"2021",7
"64","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-15",2021-07-27 07:48:00,2021-07-27 13:30:00,2591,0.8418,0.906,0.249,2.65,3.56,2.4,NA,5.6,1.54,16.4,22,14.9,NA,0.0404,0.0111,0.118,0.159,0.107,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0318649153876427,"2021",7
"65","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-16",2021-07-29 01:53:00,2021-07-29 04:45:00,423,0.3547,0.148,0.0407,0.433,0.581,0.392,NA,5.6,1.54,16.4,22,14.9,NA,0.0066,0.00182,0.0193,0.0259,0.0175,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00520218417945691,"2021",7
"66","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-17",2021-08-08 02:06:00,2021-08-09 10:45:00,14440,5.649,1.35,0.568,16.3,17.7,15.7,NA,1.5,0.63,18.1,19.6,17.5,NA,0.0604,0.0254,0.728,0.789,0.703,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.1775875639512,"2021",8
"67","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-18",2021-08-11 18:20:00,2021-08-11 21:45:00,4327,3.316,0.702,0.475,5,5.7,4.52,NA,2.6,1.76,18.5,21.1,16.7,NA,0.0314,0.0212,0.223,0.254,0.202,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0532147776465958,"2021",8
"68","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-19",2021-08-24 15:59:00,2021-08-24 20:00:00,915,0.2588,0.149,0.101,1.06,1.21,0.956,NA,2.6,1.76,18.5,21.1,16.7,NA,0.00663,0.00449,0.0472,0.0538,0.0427,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0112529515938607,"2021",8
"69","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-20",2021-08-27 06:43:00,2021-08-27 20:45:00,412.4,0.09207,0.0669,0.0453,0.476,0.543,0.431,NA,2.6,1.76,18.5,21.1,16.7,NA,0.00299,0.00202,0.0213,0.0242,0.0192,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00507182211727666,"2021",8
"70","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-21",2021-08-29 06:21:00,2021-08-29 12:00:00,5523,3.109,0.897,0.607,6.38,7.28,5.77,NA,2.6,1.76,18.5,21.1,16.7,NA,0.04,0.0271,0.285,0.325,0.258,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0679235537190083,"2021",8
"71","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-22",2021-09-07 10:23:00,2021-09-07 12:30:00,1282,0.8109,0.625,0.0649,1.67,2.3,1.61,NA,7.8,0.81,20.9,28.7,20.1,NA,0.0279,0.0029,0.0747,0.103,0.0718,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0157664305391578,"2021",9
"72","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-23",2021-09-14 08:45:00,2021-09-14 10:30:00,122.2,0.08048,0.0595,0.00618,0.159,0.219,0.153,NA,7.8,0.81,20.9,28.7,20.1,NA,0.00266,0.000276,0.00712,0.00977,0.00684,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00150285320739866,"2021",9
"73","USGS-451337089035401","AO3","Measured","Non-Frozen","Storm","2021-24",2021-09-21 01:55:00,2021-09-21 05:15:00,14520,6.473,7.07,0.734,18.9,26,18.2,NA,7.8,0.81,20.9,28.7,20.1,NA,0.316,0.0328,0.846,1.16,0.813,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.178571428571429,"2021",9
"74","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2021-25",2021-09-24 23:53:00,2021-09-25 02:45:00,209,0.0553,0.102,0.0106,0.273,0.375,0.262,NA,7.8,0.81,20.9,28.7,20.1,NA,0.00454,0.000472,0.0122,0.0167,0.0117,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00257034632034632,"2021",9
"75","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2022-1",2021-10-03 22:04:00,2021-10-03 23:15:00,316.4,0.2405,0.166,0.0575,0.361,0.527,0.304,NA,8.4,2.91,18.3,26.7,15.4,NA,0.00741,0.00257,0.0161,0.0235,0.0136,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00389118457300276,"2022",10
"76","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2022-2",2021-10-12 06:49:00,2021-10-12 09:30:00,266.1,0.1024,0.14,0.0483,0.304,0.444,0.256,NA,8.4,2.91,18.3,26.7,15.4,NA,0.00623,0.00216,0.0136,0.0198,0.0114,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00327257969303424,"2022",10
"77","USGS-451337089035401","AO3","Estimated","Non-Frozen","Storm","2022-3",2021-11-11 16:30:00,2021-11-11 19:15:00,124.3,0.0273,0.0652,0.0226,0.142,0.207,0.119,NA,8.4,2.91,18.3,26.7,15.4,NA,0.00291,0.00101,0.00634,0.00925,0.00533,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00152867965367965,"2022",11
"78","USGS-451337089035401","AO3","Measured","Frozen","Storm","2022-4",2021-12-16 04:56:00,2021-12-16 20:52:00,6319,0.3702,0.671,0.146,0.473,1.14,0.327,NA,1.7,0.37,1.2,2.9,0.83,NA,0.0299,0.00652,0.0211,0.0511,0.0146,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.0777130066902794,"2022",12
"79","USGS-451337089035401","AO3","Estimated","Frozen","Storm","2022-5",2022-03-08 22:15:00,2022-03-09 05:45:00,322.7,0.0166,0.0222,0.0103,0.0224,0.0445,0.0121,NA,1.1,0.51,1.11,2.21,0.6,NA,0.000989,0.000459,0.000998,0.00199,0.00054,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.00396866391184573,"2022",3
"80","USGS-451337089035401","AO3","Measured","Frozen","Storm","2022-6",2022-03-17 08:15:00,2022-03-26 13:08:00,136900,1.354,9.4,4.36,9.48,18.9,5.13,NA,1.1,0.51,1.11,2.21,0.6,NA,0.42,0.195,0.423,0.843,0.229,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,1.6836383313656,"2022",3
"81","USGS-451337089035401","AO3","Estimated","Frozen","Storm","2022-7",2022-03-31 01:00:00,2022-04-03 18:00:00,24420,1.208,1.98,0.686,2.51,4.5,1.83,NA,1.3,0.45,1.65,2.95,1.2,NA,0.0885,0.0306,0.112,0.201,0.0817,NA,"Antigo 3","WY2021-WY2023",3,"Yes","Surface","WI","Langlade",45.227,-89.065,"Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Yes","No","No",22.4,"Antigo silt loam","B","Well drained",2.5,"Yes","",76,"Lake Dubay","Spring Brook","City of Antigo-Spring Brook",70700021102,975744,0.300324675324675,"2022",3
