"WQ_event_id","Field_Name","Event_Date","Calendar_Year","Month_Number","Month","Season","frozen","Ratio","P_Load_lb","Sediment_Load_lb","P_per_Sediment_lb_per_ton"
206,"JF4",2017-04-04,2017,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0878,6.09,28.8341543513957
207,"JF4",2017-04-20,2017,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.155,25.8,12.015503875969
208,"JF4",2017-05-16,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",4.71,40.7,231.449631449631
209,"JF4",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.47,73,40.2739726027397
210,"JF4",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",2.52,96,52.5
211,"JF5",2010-11-29,2010,11,"Nov","Post-growing season","Frozen","Total phosphorus / suspended sediment",0.0591,27.3,4.32967032967033
212,"JF5",2010-12-30,2010,12,"Dec","Post-growing season","Frozen","Total phosphorus / suspended sediment",0.513,54,19
213,"JF5",2011-06-21,2011,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0745,15.3,9.73856209150327
214,"JF5",2011-07-11,2011,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.176,62.3,5.65008025682183
215,"JF5",2012-02-28,2012,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",1.98,55.4,71.4801444043321
216,"JF5",2012-03-06,2012,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",1.5,457,6.56455142231948
217,"JF5",2012-05-03,2012,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",5.43,4190,2.59188544152745
218,"JF5",2013-01-29,2013,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.668,28.8,46.3888888888889
219,"JF5",2013-03-09,2013,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.623,4.45,280
220,"JF5",2013-04-10,2013,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.98,602,6.578073089701
221,"JF5",2013-05-21,2013,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.28,455,5.62637362637363
222,"JF5",2013-05-29,2013,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.921,348,5.29310344827586
223,"JF5",2013-06-13,2013,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.785,373,4.20911528150134
224,"JF5",2013-06-23,2013,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",2.5,1050,4.76190476190476
225,"JF5",2013-06-25,2013,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.343,106,6.47169811320755
226,"JF5",2013-10-03,2013,10,"Oct","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.03,825,2.4969696969697
227,"JF5",2013-10-05,2013,10,"Oct","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",21.8,18300,2.38251366120219
228,"JF5",2014-03-27,2014,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",10.5,4020,5.22388059701493
229,"JF5",2014-04-13,2014,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.15,471,4.88322717622081
230,"JF5",2014-06-07,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",39.2,43700,1.79405034324943
231,"JF5",2014-06-17,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",13.9,16300,1.70552147239264
232,"JF5",2014-06-18,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",12.6,13200,1.90909090909091
233,"JF5",2014-06-19,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",17.1,14200,2.40845070422535
234,"JF5",2015-04-09,2015,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.36,132,20.6060606060606
235,"JF5",2015-04-10,2015,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.87,346,10.8092485549133
236,"JF5",2015-04-10,2015,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0831,0.978,169.938650306748
237,"JF5",2015-12-13,2015,12,"Dec","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.844,297,5.68350168350168
238,"JF5",2016-02-20,2016,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.127,4.53,56.0706401766004
239,"JF5",2016-06-13,2016,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.167,77.8,4.29305912596401
240,"JF5",2016-06-15,2016,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",20.1,12700,3.16535433070866
241,"JF5",2016-09-07,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0287,12.1,4.74380165289256
242,"JF5",2016-09-16,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0131,1.41,18.5815602836879
243,"JF5",2016-09-16,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0308,3.32,18.5542168674699
244,"JF5",2017-02-12,2017,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0103,0.197,104.568527918782
245,"JF5",2017-02-13,2017,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.00627,0.12,104.5
246,"JF5",2017-02-14,2017,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0082,0.157,104.458598726115
247,"JF5",2017-02-19,2017,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.00215,0.0427,100.702576112412
248,"JF5",2017-05-01,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.00872,1.95,8.94358974358974
249,"JF5",2017-05-20,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.164,21.4,15.3271028037383
250,"JF5",2017-06-22,2017,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0785,10.2,15.3921568627451
251,"JF5",2017-07-21,2017,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0516,10.3,10.0194174757282
252,"K5",2006-11-28,2006,11,"Nov","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",2.15,471,9.12951167728238
253,"K5",2006-12-22,2006,12,"Dec","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",10.6,84.3,251.482799525504
254,"K5",2007-03-10,2007,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",43.3,257,336.964980544747
255,"K5",2008-01-06,2008,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.022,0.281,156.583629893238
256,"K5",2008-01-07,2008,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.418,4.86,172.01646090535
257,"K5",2008-02-17,2008,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",2.69,25.1,214.342629482072
258,"K5",2008-03-03,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",1.8,16.2,222.222222222222
259,"K5",2008-03-12,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",40.8,169,482.840236686391
260,"K5",2008-03-15,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.588,0.593,1983.13659359191
261,"K5",2008-03-18,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",2.04,5.25,777.142857142857
262,"K5",2008-03-19,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.402,0.374,2149.73262032086
263,"K5",2008-03-25,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0409,0.0169,4840.23668639053
264,"K5",2008-04-09,2008,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.351,1.69,415.384615384615
265,"K5",2008-04-10,2008,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",8.88,304,58.4210526315789
266,"K5",2008-04-25,2008,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",11.2,950,23.5789473684211
267,"K5",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.222,2.69,165.055762081784
268,"K5",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",9.12,132,138.181818181818
269,"K5",2008-06-12,2008,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",45.7,2790,32.7598566308244
270,"K5",2008-07-16,2008,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",7.74,204,75.8823529411765
271,"K5",2009-02-07,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",18.7,94.8,394.514767932489
272,"K5",2009-02-11,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.742,1.78,833.707865168539
273,"K5",2009-02-26,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.793,4.86,326.337448559671
274,"K5",2009-03-07,2009,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.35,0.596,1174.4966442953
275,"K5",2009-03-10,2009,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",17.7,155,228.387096774194
276,"K5",2009-03-14,2009,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.529,1.79,591.061452513967
277,"K5",2009-04-26,2009,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",5.53,77.4,142.894056847545
278,"K5",2010-01-24,2010,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",14.4,64.7,445.131375579598
279,"K5",2010-03-06,2010,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.94,3.96,474.747474747475
280,"K5",2010-03-07,2010,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",3.08,23,267.826086956522
281,"K5",2010-03-08,2010,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",1.71,25.9,132.046332046332
282,"K5",2010-03-10,2010,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",1.36,11.4,238.59649122807
283,"K5",2010-04-07,2010,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.44,11.4,77.1929824561403
284,"K5",2010-04-08,2010,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.434,5.45,159.266055045872
285,"K5",2010-04-25,2010,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",5.05,699,14.4492131616595
286,"K5",2010-05-13,2010,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.417,8.64,96.5277777777778
287,"K5",2010-06-15,2010,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.01,8.92,226.457399103139
288,"K5",2010-07-15,2010,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.566,17.5,64.6857142857143
289,"K5",2010-07-22,2010,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",11.6,662,35.0453172205438
290,"K5",2010-07-24,2010,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.836,56.2,29.7508896797153
291,"K5",2010-12-31,2010,12,"Dec","Post-growing season","Frozen","Total phosphorus / suspended sediment",0.211,0.893,472.564389697648
292,"K5",2011-02-16,2011,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",12.7,58.5,434.188034188034
293,"K5",2011-03-08,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.888,4.44,400
294,"K5",2011-03-15,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",2.59,53.6,96.6417910447761
295,"K5",2011-03-16,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",5.2,43.5,239.080459770115
296,"K5",2011-03-17,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",3.04,35.5,171.267605633803
297,"K5",2011-03-18,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.12,0.432,555.555555555556
298,"K5",2011-03-20,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.113,1.44,156.944444444444
299,"K5",2011-04-16,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.811,22.5,72.0888888888889
300,"K5",2011-04-21,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",2.21,3.8,1163.15789473684
301,"K5",2011-04-23,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.633,9.64,131.327800829876
302,"K5",2011-04-26,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",5.04,185,54.4864864864865
303,"K5",2011-06-24,2011,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.213,8.15,52.2699386503067
304,"K7",2006-11-28,2006,11,"Nov","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",10.3,66.5,309.774436090226
305,"K7",2007-03-10,2007,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",31.1,68.7,905.385735080058
306,"K7",2008-03-13,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0235,0.181,259.668508287293
307,"K7",2008-03-13,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",8.26,173,95.4913294797688
308,"K7",2008-03-18,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0256,0.276,185.507246376812
309,"K7",2008-04-10,2008,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",2.16,54.9,78.6885245901639
310,"K7",2008-04-25,2008,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.88,199,18.894472361809
311,"K7",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.75,147,23.8095238095238
312,"K7",2008-06-12,2008,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",19.5,2560,15.234375
313,"K7",2008-07-16,2008,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.85,349,10.6017191977077
314,"K7",2009-02-07,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0805,0.275,585.454545454545
315,"K7",2009-02-10,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",6.63,6.84,1938.59649122807
316,"K7",2009-02-11,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0744,0.367,405.449591280654
317,"K7",2009-02-26,2009,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.214,4.46,95.9641255605381
318,"K7",2009-03-07,2009,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.193,0.616,626.623376623377
319,"K7",2009-03-10,2009,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",5.31,19.2,553.125
320,"K7",2009-03-14,2009,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.671,2.56,524.21875
321,"K7",2009-04-26,2009,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.743,20.9,71.1004784688995
322,"K7",2009-04-26,2009,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.021,0.126,333.333333333333
323,"K7",2010-01-24,2010,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",2.47,17.2,287.209302325581
324,"K7",2010-03-08,2010,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.431,0.542,1590.40590405904
325,"K7",2010-03-09,2010,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.303,0.311,1948.55305466238
326,"K7",2010-04-25,2010,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.88,56.6,66.4310954063604
327,"K7",2010-06-15,2010,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.86,27,137.777777777778
328,"K7",2010-07-22,2010,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",4.53,82.4,109.95145631068
329,"K7",2010-07-24,2010,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.329,3.49,188.538681948424
330,"K7",2011-03-16,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.447,5.1,175.294117647059
331,"K7",2011-03-17,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",2.46,29.4,167.34693877551
332,"K7",2011-03-20,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.097,0.173,1121.38728323699
333,"K7",2011-04-16,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.244,2.61,186.973180076628
334,"K7",2011-04-23,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.147,2.02,145.544554455446
335,"K7",2011-04-26,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",2.47,78.2,63.1713554987212
336,"K8",2008-01-08,2008,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0074,0.115,128.695652173913
337,"K8",2008-03-03,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.269,3.85,139.74025974026
338,"K8",2008-03-13,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.978,7.92,246.969696969697
339,"K8",2008-03-15,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.07,0.49,285.714285714286
340,"K8",2008-03-18,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.11,0.0947,2323.12565997888
341,"K8",2008-03-19,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0892,0.0874,2041.18993135011
342,"K8",2008-03-25,2008,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.0565,0.0707,1598.3026874116
