"USGS_Station_Number","Field_Name","discrete","estimated","estimated_flow_fraction","frozen","storm","unique_storm_number","n_sub_flow_events","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","suspended_sediment_conc_mgL","suspended_sediment_load_pounds","suspended_sediment_yield_pounds_per_acre","total_dissolved_solids_conc_mgL","total_dissolved_solids_load_pounds","total_dissolved_solids_yield_pounds_per_acre","orthophosphate_conc_mgL","orthophosphate_load_pounds","orthophosphate_yield_pounds_per_acre","total_phosphorus_unfiltered_conc_mgL","total_phosphorus_unfiltered_load_pounds","total_phosphorus_unfiltered_yield_pounds_per_acre","remark_suspended_sediment","remark_total_dissolved_solids","remark_orthophosphate","remark_total_phosphorus_unfiltered","WQ_event_id","BasinArea_ac","area_ft2","runoff_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-451337089035401","AO3",0,0,0,"Non-Frozen","Storm","2023-16",1,2023-08-17 05:25:00,2023-08-17 08:45:00,15410,4.261,22.352,1.683,13.27912,39.624,30.48,29.464,21.336,21.082,840.2,7.058,809.1,6.796,0,0,12.7,20.066,476,458,20.4,,,,0.285,0.274,0.0122,1.84,1.77,0.079,,,,,38,22.4,975744,4.81372983077529,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2023,"Growing season",1,2,0,1,1,3,1,0,1,0,0,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2017-3",1,2017-01-16 17:45:00,2017-01-17 22:30:00,3368,0.3365,5.334,14.67,0.363728,6.096,6.096,5.08,4.572,3.556,104.3,0.1878,116.4,0.2095,0.254,0.254,11.938,11.938,197,41.4,2.24,80,16.8,0.909,2.27,0.477,0.0258,2.85,0.599,0.0324,,,,,39,18.5,805860,1.27387685205867,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",1,0,0,"Frozen","Storm","2017-4",2,2017-01-19 23:30:00,2017-01-20 15:15:00,6440,0.8096,6.35,11.98,0.529844,6.096,4.572,4.064,3.048,2.286,111.7,0.134,128.7,0.1544,0,0,5.588,17.272,123,49.5,2.67,214,86,4.65,3.11,1.25,0.0676,3.78,1.52,0.0823,,,,,40,18.5,805860,2.43579778125233,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-5",1,2017-05-01 03:21:00,2017-05-01 06:45:00,955.1,0.3756,21.59,6.517,3.31216,33.528,22.86,22.352,14.732,13.208,644.5,3.738,653.2,3.789,7.366,12.446,39.878,45.974,817,48.7,2.63,66,3.94,0.213,0.366,0.0218,0.00118,1.88,0.112,0.00606,,,,,41,18.5,805860,0.361246965974239,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-6",1,2017-05-17 23:33:00,2017-05-18 01:15:00,3398,1.586,21.082,0.35,60.2234,131.064,111.252,82.296,42.164,21.082,893,14.82,871.7,14.47,0,15.24,18.542,39.116,1410,299,16.2,32,6.79,0.367,0.191,0.0405,0.00219,1.89,0.401,0.0217,,,,,42,18.5,805860,1.28522373613283,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-9",1,2017-05-21 07:41:00,2017-05-21 09:15:00,1292,0.5709,9.398,0.2667,35.2552,70.104,47.244,36.576,18.796,9.398,381.4,2.822,367.2,2.717,15.748,21.59,64.262,82.804,991,79.9,4.32,36,2.9,0.157,0.162,0.0131,0.000706,1.61,0.13,0.00702,,,,,43,18.5,805860,0.48867247412702,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-10",1,2017-05-23 00:19:00,2017-05-23 02:00:00,1370,0.5847,11.43,0.6333,18.0467,57.912,48.768,37.592,21.336,11.43,447.2,3.756,427.9,3.595,0,9.398,73.66,92.202,644,55.1,2.98,26,2.22,0.12,0.14,0.012,0.000647,1.16,0.0992,0.00536,,,,,44,18.5,805860,0.518174372719827,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-11",1,2017-05-23 19:24:00,2017-05-23 22:10:00,21280,5.544,29.464,2.683,10.98042,82.296,57.912,46.736,32.004,25.908,1104,13.92,1060,13.36,11.43,11.43,69.85,95.504,477,634,34.2,24,31.9,1.72,0.14,0.186,0.0101,0.942,1.25,0.0676,,,,,45,18.5,805860,8.04872310326856,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",1,0,0,"Non-Frozen","Storm","2017-12",1,2017-05-28 11:34:00,2017-05-28 13:45:00,687.5,0.3416,16.002,2,8.001,82.296,50.292,35.56,19.812,11.43,532.8,4.156,545,4.251,0,6.604,50.292,123.952,2410,103,5.59,42,1.8,0.0974,0.19,0.00815,0.000441,3.76,0.161,0.00872,,,,,46,18.5,805860,0.26003276003276,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Pre-growing season",1,3,1,2,0,,1,0,1,1,1,0,"Previous crop",3,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-14",1,2017-06-29 06:01:00,2017-06-29 07:30:00,2774,1.165,36.576,5.55,6.5913,100.584,62.484,48.768,26.416,18.542,1343,13.97,1315,13.67,3.302,3.302,34.544,67.818,350,60.6,3.28,26,4.5,0.243,0.416,0.072,0.00389,1.13,0.196,0.0106,,,,,47,18.5,805860,1.04920854739037,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Growing season",1,3,1,2,0,,1,0,1,1,1,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-15",2,2017-07-12 11:15:00,2017-07-12 14:45:00,6510,2.475,46.736,7.25,6.44652,124.968,82.296,56.896,49.784,28.956,1744,34.19,1700,33.32,2.54,37.084,37.592,94.742,50.1,20.4,1.1,18.5,7.5,0.405,0.288,0.117,0.00633,0.418,0.17,0.00919,,,,,48,18.5,805860,2.46227384409203,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Growing season",1,3,1,2,0,,1,0,1,1,1,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-16",1,2017-07-16 06:52:00,2017-07-16 08:30:00,6341,2.868,28.448,0.8333,34.1376,103.632,94.488,90.424,54.864,28.448,1189,25.69,1161,25.07,0,0,85.598,99.822,54,21.4,1.16,23,9.1,0.492,0.291,0.115,0.00623,0.421,0.167,0.00901,,,,,49,18.5,805860,2.39835306380761,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Growing season",1,3,1,2,0,,1,0,1,1,1,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-18",1,2017-07-21 23:32:00,2017-07-22 01:15:00,17030,7.01,34.544,1.783,19.37004,146.304,135.636,107.696,67.564,34.29,1454,38.67,1412,37.55,0.508,67.564,96.012,181.61,18,19.1,1.03,18,19.1,1.03,0.187,0.199,0.0107,0.266,0.283,0.0153,,,,,50,18.5,805860,6.44124785942968,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Growing season",1,3,1,2,0,,1,0,1,1,1,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-19",1,2017-07-27 02:17:00,2017-07-27 04:00:00,9629,4.283,41.402,1.767,23.43404,103.632,100.584,96.52,61.468,38.608,1653,40.01,1613,39.04,0,0,121.92,150.368,13,7.81,0.422,20,12,0.65,0.175,0.105,0.00569,0.256,0.154,0.00832,,,,,51,18.5,805860,3.64197155833519,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Growing season",1,3,1,2,0,,1,0,1,1,1,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2017-20",1,2017-08-10 20:33:00,2017-08-10 22:15:00,2130,0.71,15.494,0.3667,42.2656,88.392,77.724,58.928,30.988,15.494,646.5,7.888,625.7,7.633,1.27,1.27,6.604,6.604,129,17.2,0.927,36,4.79,0.259,0.408,0.0543,0.00293,0.732,0.0973,0.00526,,,,,52,18.5,805860,0.805628769265133,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2017,"Growing season",1,3,1,2,0,,1,0,1,1,1,1,"Current crop",2,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",1,0,0,"Frozen","Storm","2018-2",3,2018-01-21 23:30:00,2018-01-25 07:45:00,109900,4.322,41.656,25.67,1.62306,21.336,12.192,9.144,8.636,8.128,954.9,3.247,1074,3.65,0,0,0,5.588,27.4,188,10.2,,,,1.09,7.51,0.406,1.55,10.6,0.575,,,,,53,18.5,805860,41.5674186583277,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2018-4",1,2018-02-15 03:45:00,2018-02-17 09:45:00,28610,0.5596,0,,,,,,,,,,,,0,0,0,0,9,16.1,0.869,,,,0.22,0.393,0.0212,0.376,0.672,0.0363,,,,,54,18.5,805860,10.8211451120542,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2018-5",3,2018-02-19 17:45:00,2018-02-21 17:30:00,165200,6.36,41.402,29.08,1.42367,18.288,12.192,11.176,8.128,7.874,955.6,3.058,1042,3.334,0,0,0,0,11.9,123,6.63,,,,0.002,0.0103,0.000557,0.162,1.67,0.0905,,,"<",,55,18.5,805860,62.4835083016901,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2018-6",2,2018-02-22 21:15:00,2018-02-26 03:30:00,37340,1.76,7.874,43.78,0.179832,18.288,10.668,8.128,5.588,3.81,162.9,0.3584,175,0.3849,0,0,41.402,41.402,16.9,39.4,2.13,,,,0.031,0.0709,0.00383,0.315,0.735,0.0397,,,,,56,18.5,805860,14.1230883776338,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",1,0,0,"Non-Frozen","Storm","2018-8",1,2018-06-16 06:18:00,2018-06-16 07:01:00,130.3,0.1054,27.686,0.95,29.1338,73.152,65.532,55.88,44.704,27.686,1129,19.88,1076,18.93,8.128,8.128,43.942,52.832,46,0.374,0.0202,,,,0.797,0.00649,0.000351,0.961,0.00782,0.000423,,,,,57,18.5,805860,0.0492832998287544,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",1,0,0,"Non-Frozen","Storm","2018-9",1,2018-06-19 13:20:00,2018-06-19 13:54:00,67.7,0.05749,12.7,0.8,15.875,51.816,39.624,34.544,21.844,12.7,483.5,4.158,461.5,3.969,23.114,23.114,60.706,97.536,33,0.139,0.00754,,,,0.681,0.00288,0.000156,0.818,0.00346,0.000187,,,,,58,18.5,805860,0.0256061350606805,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-10",1,2018-07-01 20:30:00,2018-07-01 22:30:00,1495,0.4822,16.764,2.583,6.4897,36.576,25.908,24.384,16.764,12.192,625.6,4.129,594.6,3.925,5.588,5.588,32.258,90.678,172,16.1,0.868,,,,1.24,0.116,0.00625,1.79,0.167,0.00903,,,,,59,18.5,805860,0.565453056362147,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-12",1,2018-08-09 22:51:00,2018-08-10 01:00:00,5981,1.94,28.702,1.15,24.95804,79.248,70.104,59.944,42.164,28.448,1162,19.28,1104,18.33,0,0,21.336,29.972,105,39.2,2.12,,,,0.481,0.18,0.00971,0.816,0.305,0.0165,,,,,60,18.5,805860,2.26219045491773,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-13",1,2018-08-17 04:03:00,2018-08-17 07:00:00,31610,10.19,36.83,2.383,15.45336,88.392,71.628,62.992,54.864,34.29,1468,31.71,1406,30.37,9.398,14.224,14.224,64.262,124,245,13.2,,,,0.388,0.766,0.0414,0.758,1.5,0.0809,,,,,61,18.5,805860,11.9558335194699,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-16",1,2018-09-02 06:35:00,2018-09-02 11:30:00,3037,0.372,10.16,2.4,4.23418,21.336,16.764,13.208,10.668,6.35,285.7,1.2,297,1.248,15.748,15.748,46.99,74.93,333,63.1,3.41,,,,0.47,0.0891,0.00482,1.45,0.275,0.0149,,,,,62,18.5,805860,1.14868289777381,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-17",1,2018-09-02 23:43:00,2018-09-03 05:30:00,23200,6.514,22.606,5.183,4.36118,57.912,47.244,33.528,30.988,17.526,777.4,9.484,759.6,9.267,10.16,25.908,57.15,85.09,955,1380,74.8,,,,0.387,0.561,0.0303,2.55,3.69,0.2,,,,,63,18.5,805860,8.77492368401459,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-18",1,2018-09-03 14:53:00,2018-09-04 02:00:00,39860,8.518,27.94,8.233,3.39344,36.576,35.052,32.512,22.352,12.446,889.7,7.829,881.8,7.76,22.606,44.958,72.898,107.696,734,1830,98.7,,,,0.235,0.585,0.0316,1.89,4.7,0.254,,,,,64,18.5,805860,15.076226639863,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-20",1,2018-09-20 08:53:00,2018-09-20 13:30:00,22620,6.65,42.926,3.917,10.9601,79.248,59.436,48.768,33.528,20.828,1552,20.49,1513,19.97,4.064,13.716,13.716,13.716,178,251,13.6,,,,1.64,2.32,0.125,2.03,2.87,0.155,,,,,65,18.5,805860,8.55555059191423,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2018,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2018-21",1,2018-10-01 03:07:00,2018-10-01 08:05:00,954.1,0.1655,21.336,8.183,2.60604,27.432,19.812,16.256,10.16,6.858,564.2,2.257,594.9,2.38,11.176,11.938,46.482,104.902,192,11.4,0.618,,,,1.98,0.118,0.00638,2.46,0.147,0.00792,,,,,66,18.5,805860,0.3608687365051,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Post-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous growing season + current post-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2019-1",1,2018-10-02 00:39:00,2018-10-02 06:15:00,24300,4.412,21.59,3.883,5.56006,76.2,50.292,39.624,21.844,12.954,723.5,6.222,722.8,6.216,26.416,37.338,73.152,131.572,658,998,54,,,,1.03,1.56,0.0845,2.52,3.82,0.207,,,,,67,18.5,805860,9.19097610006701,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Post-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous growing season + current post-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2019-2",1,2018-10-06 05:58:00,2018-10-06 11:45:00,25990,3.881,26.67,8.667,3.07848,30.48,24.384,22.352,14.732,12.192,742.6,4.307,772.7,4.481,7.112,9.144,69.596,104.14,543,881,47.6,,,,1.25,2.03,0.11,2.76,4.48,0.242,,,,,68,18.5,805860,9.83018390291117,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Post-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous growing season + current post-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2019-3",1,2018-12-27 14:32:00,2018-12-28 00:45:00,11140,1.328,14.986,15.95,0.939546,6.096,6.096,5.08,3.556,3.556,260.8,0.3651,311.2,0.4356,0,0,5.588,5.842,88,61.2,3.31,,,,0.678,0.471,0.0255,1.08,0.751,0.0406,,,,,69,18.5,805860,4.21347628620356,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Post-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous growing season + current post-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2019-6",1,2019-01-07 10:30:00,2019-01-07 20:15:00,10930,0.8152,19.05,9.75,1.953768,6.096,4.572,5.08,4.064,3.556,347.7,0.5563,430.6,0.689,0.508,0.508,13.208,33.02,74,50.5,2.73,,,,0.239,0.163,0.00882,0.681,0.465,0.0251,,,,,70,18.5,805860,4.13404809768446,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2019-7",1,2019-02-03 09:00:00,2019-02-05 04:20:00,104700,1.995,2.032,6.267,0.324358,6.096,3.048,3.048,2.54,1.778,39.41,0.03941,43.09,0.04309,0,0,0,0,11,71.9,3.89,,,,0.1,0.654,0.0353,0.255,1.67,0.0901,,,,,71,18.5,805860,39.6006254188072,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Frozen","Storm","2019-9",1,2019-02-23 16:34:00,2019-02-25 07:15:00,90590,4.972,32.766,21.93,1.493774,30.48,30.48,28.448,23.368,13.208,874.1,8.042,914.4,8.413,0,0,4.318,12.192,11,62.2,3.36,,,,0.006,0.0339,0.00183,0.234,1.32,0.0715,,,,,72,18.5,805860,34.2638076092622,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Pre-growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-423740088592701","AR1",0,0,0,"Non-Frozen","Storm","2019-12",1,2019-06-28 14:20:00,2019-06-28 16:15:00,2576,0.8721,22.098,0.4,55.245,103.632,83.82,77.216,44.196,22.098,940.3,16.36,907.6,15.79,2.286,2.286,36.576,46.228,25,4.02,0.217,,,,2.42,0.389,0.021,2.42,0.389,0.021,,,,,73,18.5,805860,0.974319112500931,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Growing season",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current pre-growing season + growing season",,
